nflId,height,weight,birthDate,collegeName,position,displayName
2541311,73,211,1990-02-27,Appalachian State,P,Sam Martin
2560783,75,205,1996-01-28,Oklahoma State,WR,Chris Lacy
2560787,77,227,1995-12-11,Iowa State,WR,Allen Lazard
2561585,70,195,1994-08-08,Utah State,DB,Dallin Leavitt
252,75,222,1985-07-02,Michigan,QB,Chad Henne
2558819,6-2,188,12/04/1994,Mississippi,CB,Derrick Jones
2552397,76,252,1991-10-01,Miami,TE,Clive Walford
2557850,5-7,208,11/24/1992,Coastal Carolina,RB,De'Angelo Henderson Sr.
2556530,5-11,190,08/30/1993,Memphis,WR,Mose Frazier
2535890,6-1,210,02/01/1989,Appalachian State,RB,Travaris Cadet
2560875,72,240,1997-04-20,North Carolina,LB,Andre Smith
2549982,76,230,1991-07-01,Southern Methodist,QB,Garrett Gilbert
2556273,72,230,1993-12-01,Eastern Michigan,RB,Darius Jackson
2556672,6-4,218,09/29/1992,Toledo,WR,Alonzo Russell
2550647,6-2,253,08/17/1989,Boston College,OLB,Kasim Edebali
2552379,6-0,211,12/06/1991,Michigan State,RB,Jeremy Langford
496816,76,300,1988-02-25,Oklahoma,DT,Gerald McCoy
496843,77,275,1989-01-01,South Florida,OLB,Jason Pierre-Paul
2532825,75,279,1988-06-30,Marshall,DE,Vinny Curry
2560909,76,347,1995-02-05,Washington,DT,Vita Vea
2560716,6-2,237,10/13/1996,Western Michigan,TE,Donnie Ernsberger
2561359,72,180,1995-03-19,Texas Southern,WR,Darvin Kidsy
2561394,71,205,1996-08-29,South Alabama,DB,Jeremy Reaves
2541903,73,220,1990-04-18,Oklahoma,P,Tress Way
2543725,6-3,258,03/31/1992,Louisville,LB,Marcus Smith
2553798,6-2,235,09/17/1991,Vanderbilt,LS,Andrew East
2556814,6-2,200,05/17/1994,Duke,WR,Max McCaffrey
2552576,78,231,1992-04-25,Oregon State,QB,Sean Mannion
2561469,69,187,1993-03-15,Alabama-Birmingham,CB,Darious Williams
2558095,6-2,196,10/12/1995,LSU,WR,Malachi Dupre
